order_id,Category,sub_category,product_id,cost_price,list_price,Quantity,discount_percent,Discount_value,selling_price,profit
7958,Office Supplies,Appliances,OFF-AP-10004052,20,20,4,2,0.4,19.6,-0.3999999999999986
7959,Furniture,Furnishings,FUR-FU-10004666,70,70,5,2,1.4000000000000001,68.6,-1.4000000000000057
7960,Furniture,Tables,FUR-TA-10004086,200,210,3,3,6.3,203.7,3.6999999999999886
7961,Technology,Phones,TEC-PH-10000702,10,10,1,2,0.2,9.8,-0.1999999999999993
7962,Office Supplies,Storage,OFF-ST-10002301,70,80,5,4,3.2,76.8,6.799999999999997
7963,Office Supplies,Binders,OFF-BI-10001636,20,20,8,4,0.8,19.2,-0.8000000000000007
7964,Office Supplies,Appliances,OFF-AP-10002684,360,390,4,2,7.8,382.2,22.19999999999999
7965,Office Supplies,Paper,OFF-PA-10004609,20,20,4,3,0.6,19.4,-0.6000000000000014
7966,Office Supplies,Paper,OFF-PA-10003309,30,40,8,2,0.8,39.2,9.200000000000003
7967,Office Supplies,Paper,OFF-PA-10000380,30,30,4,2,0.6,29.4,-0.6000000000000014
7968,Furniture,Bookcases,FUR-BO-10001567,80,90,3,5,4.5,85.5,5.5
7969,Technology,Phones,TEC-PH-10002583,20,20,1,3,0.6,19.4,-0.6000000000000014
7970,Furniture,Chairs,FUR-CH-10004853,100,120,1,3,3.5999999999999996,116.4,16.400000000000006
7971,Technology,Phones,TEC-PH-10003580,470,520,4,4,20.8,499.2,29.19999999999999
7972,Technology,Accessories,TEC-AC-10004227,30,30,3,3,0.8999999999999999,29.1,-0.8999999999999986
7973,Office Supplies,Paper,OFF-PA-10002787,10,10,2,3,0.3,9.7,-0.3000000000000007
7974,Office Supplies,Binders,OFF-BI-10003981,0,0,2,2,0.0,0.0,0.0
7975,Furniture,Furnishings,FUR-FU-10001488,220,250,3,3,7.5,242.5,22.5
7976,Office Supplies,Binders,OFF-BI-10003727,0,0,3,3,0.0,0.0,0.0
7977,Office Supplies,Paper,OFF-PA-10000130,10,10,3,2,0.2,9.8,-0.1999999999999993
7978,Technology,Phones,TEC-PH-10002680,530,660,3,2,13.200000000000001,646.8,116.79999999999995
7979,Technology,Phones,TEC-PH-10002538,100,110,3,2,2.2,107.8,7.799999999999997
7980,Office Supplies,Binders,OFF-BI-10001249,10,10,1,5,0.5,9.5,-0.5
7981,Office Supplies,Paper,OFF-PA-10000174,20,20,2,5,1.0,19.0,-1.0
7982,Office Supplies,Appliances,OFF-AP-10004532,70,80,4,3,2.4,77.6,7.599999999999994
7983,Furniture,Furnishings,FUR-FU-10001986,230,250,5,4,10.0,240.0,10.0
7984,Office Supplies,Fasteners,OFF-FA-10002975,20,20,5,4,0.8,19.2,-0.8000000000000007
7985,Office Supplies,Art,OFF-AR-10003481,10,10,3,3,0.3,9.7,-0.3000000000000007
7986,Office Supplies,Binders,OFF-BI-10004967,10,10,5,4,0.4,9.6,-0.40000000000000036
7987,Technology,Phones,TEC-PH-10003589,70,90,5,4,3.6,86.4,16.400000000000006
7988,Office Supplies,Labels,OFF-LA-10002945,30,30,4,5,1.5,28.5,-1.5
7989,Office Supplies,Labels,OFF-LA-10003537,40,40,3,5,2.0,38.0,-2.0
7990,Office Supplies,Storage,OFF-ST-10002406,10,10,1,3,0.3,9.7,-0.3000000000000007
7991,Technology,Accessories,TEC-AC-10003433,0,0,2,3,0.0,0.0,0.0
7992,Office Supplies,Binders,OFF-BI-10002082,40,40,4,3,1.2,38.8,-1.2000000000000028
7993,Technology,Accessories,TEC-AC-10000521,20,20,2,4,0.8,19.2,-0.8000000000000007
7994,Office Supplies,Binders,OFF-BI-10001982,0,0,3,5,0.0,0.0,0.0
7995,Furniture,Bookcases,FUR-BO-10002268,140,150,6,2,3.0,147.0,7.0
7996,Office Supplies,Binders,OFF-BI-10001758,10,10,6,2,0.2,9.8,-0.1999999999999993
7997,Technology,Accessories,TEC-AC-10004469,170,200,5,5,10.0,190.0,20.0
7998,Furniture,Tables,FUR-TA-10001095,1350,1670,12,5,83.5,1586.5,236.5
7999,Furniture,Furnishings,FUR-FU-10001852,10,10,7,4,0.4,9.6,-0.40000000000000036
8000,Office Supplies,Appliances,OFF-AP-10000696,50,60,4,4,2.4,57.6,7.600000000000001
8001,Technology,Phones,TEC-PH-10003885,210,260,4,3,7.8,252.2,42.19999999999999
8002,Technology,Accessories,TEC-AC-10002926,270,300,6,5,15.0,285.0,15.0
8003,Office Supplies,Supplies,OFF-SU-10001225,20,30,7,4,1.2,28.8,8.8
8004,Technology,Phones,TEC-PH-10004434,240,270,2,3,8.1,261.9,21.899999999999977
8005,Furniture,Furnishings,FUR-FU-10003878,50,50,3,3,1.5,48.5,-1.5
8006,Furniture,Furnishings,FUR-FU-10002268,10,10,2,2,0.2,9.8,-0.1999999999999993
8007,Office Supplies,Fasteners,OFF-FA-10001883,80,90,12,5,4.5,85.5,5.5
8008,Office Supplies,Storage,OFF-ST-10002756,490,540,4,4,21.6,518.4,28.399999999999977
8009,Office Supplies,Paper,OFF-PA-10000474,90,110,3,2,2.2,107.8,17.799999999999997
8010,Furniture,Chairs,FUR-CH-10002073,1250,1320,5,2,26.400000000000002,1293.6,43.59999999999991
8011,Office Supplies,Paper,OFF-PA-10003641,120,130,6,4,5.2,124.8,4.799999999999997
8012,Technology,Phones,TEC-PH-10002070,120,130,7,5,6.5,123.5,3.5
8013,Office Supplies,Binders,OFF-BI-10004519,580,660,5,5,33.0,627.0,47.0
8014,Technology,Accessories,TEC-AC-10002167,100,120,8,4,4.8,115.2,15.200000000000003
8015,Office Supplies,Fasteners,OFF-FA-10000936,0,0,1,4,0.0,0.0,0.0
8016,Furniture,Furnishings,FUR-FU-10000732,20,20,3,4,0.8,19.2,-0.8000000000000007
8017,Furniture,Furnishings,FUR-FU-10002501,50,60,6,3,1.7999999999999998,58.2,8.200000000000003
8018,Office Supplies,Art,OFF-AR-10000634,30,30,9,3,0.8999999999999999,29.1,-0.8999999999999986
8019,Technology,Phones,TEC-PH-10001700,50,50,1,5,2.5,47.5,-2.5
8020,Office Supplies,Appliances,OFF-AP-10001962,70,80,10,3,2.4,77.6,7.599999999999994
8021,Office Supplies,Paper,OFF-PA-10001838,10,10,2,4,0.4,9.6,-0.40000000000000036
8022,Office Supplies,Appliances,OFF-AP-10000124,0,0,3,2,0.0,0.0,0.0
8023,Office Supplies,Envelopes,OFF-EN-10003567,80,90,5,2,1.8,88.2,8.200000000000003
8024,Furniture,Chairs,FUR-CH-10004997,590,660,5,2,13.200000000000001,646.8,56.799999999999955
8025,Office Supplies,Binders,OFF-BI-10000494,0,0,1,4,0.0,0.0,0.0
8026,Furniture,Furnishings,FUR-FU-10000277,170,210,2,2,4.2,205.8,35.80000000000001
8027,Office Supplies,Storage,OFF-ST-10003641,70,80,1,5,4.0,76.0,6.0
8028,Technology,Accessories,TEC-AC-10001998,20,20,1,5,1.0,19.0,-1.0
8029,Office Supplies,Storage,OFF-ST-10001932,720,770,4,5,38.5,731.5,11.5
8030,Technology,Accessories,TEC-AC-10002323,90,110,6,5,5.5,104.5,14.5
8031,Furniture,Furnishings,FUR-FU-10004270,20,20,3,2,0.4,19.6,-0.3999999999999986
8032,Office Supplies,Paper,OFF-PA-10004621,30,30,5,5,1.5,28.5,-1.5
8033,Office Supplies,Paper,OFF-PA-10001019,40,50,3,3,1.5,48.5,8.5
8034,Office Supplies,Binders,OFF-BI-10000201,0,0,2,4,0.0,0.0,0.0
8035,Furniture,Furnishings,FUR-FU-10004587,70,80,9,5,4.0,76.0,6.0
8036,Office Supplies,Labels,OFF-LA-10001613,0,0,2,4,0.0,0.0,0.0
8037,Office Supplies,Binders,OFF-BI-10001308,30,40,6,4,1.6,38.4,8.399999999999999
8038,Office Supplies,Appliances,OFF-AP-10003278,40,40,3,5,2.0,38.0,-2.0
8039,Furniture,Bookcases,FUR-BO-10003966,390,440,3,5,22.0,418.0,28.0
8040,Furniture,Chairs,FUR-CH-10004698,370,390,6,2,7.8,382.2,12.199999999999989
8041,Office Supplies,Storage,OFF-ST-10000025,480,570,6,4,22.8,547.2,67.20000000000005
8042,Technology,Accessories,TEC-AC-10000682,20,30,2,3,0.8999999999999999,29.1,9.100000000000001
8043,Technology,Accessories,TEC-AC-10001772,50,60,4,4,2.4,57.6,7.600000000000001
8044,Furniture,Furnishings,FUR-FU-10001379,20,30,1,2,0.6,29.4,9.399999999999999
8045,Office Supplies,Binders,OFF-BI-10002794,280,300,9,4,12.0,288.0,8.0
8046,Office Supplies,Appliances,OFF-AP-10001005,340,390,5,5,19.5,370.5,30.5
8047,Office Supplies,Binders,OFF-BI-10000201,0,0,3,2,0.0,0.0,0.0
8048,Office Supplies,Paper,OFF-PA-10003673,20,20,3,5,1.0,19.0,-1.0
8049,Office Supplies,Appliances,OFF-AP-10000938,620,710,7,5,35.5,674.5,54.5
8050,Office Supplies,Binders,OFF-BI-10003274,10,10,5,3,0.3,9.7,-0.3000000000000007
8051,Furniture,Furnishings,FUR-FU-10001095,20,20,1,4,0.8,19.2,-0.8000000000000007
8052,Office Supplies,Appliances,OFF-AP-10001492,30,40,6,2,0.8,39.2,9.200000000000003
8053,Office Supplies,Art,OFF-AR-10004999,20,20,3,3,0.6,19.4,-0.6000000000000014
8054,Office Supplies,Binders,OFF-BI-10004094,0,0,1,5,0.0,0.0,0.0
8055,Office Supplies,Storage,OFF-ST-10001490,720,890,5,3,26.7,863.3,143.29999999999995
8056,Furniture,Bookcases,FUR-BO-10004695,290,310,2,2,6.2,303.8,13.800000000000011
8057,Office Supplies,Storage,OFF-ST-10000736,600,730,9,5,36.5,693.5,93.5
8058,Office Supplies,Binders,OFF-BI-10001617,30,40,5,4,1.6,38.4,8.399999999999999
8059,Technology,Phones,TEC-PH-10003589,30,40,3,2,0.8,39.2,9.200000000000003
8060,Furniture,Furnishings,FUR-FU-10003981,0,0,2,4,0.0,0.0,0.0
8061,Office Supplies,Paper,OFF-PA-10001970,60,60,5,2,1.2,58.8,-1.2000000000000028
8062,Office Supplies,Binders,OFF-BI-10002437,20,20,2,4,0.8,19.2,-0.8000000000000007
8063,Technology,Phones,TEC-PH-10000586,230,260,4,5,13.0,247.0,17.0
8064,Technology,Phones,TEC-PH-10003811,330,360,3,5,18.0,342.0,12.0
8065,Office Supplies,Paper,OFF-PA-10004983,10,10,2,2,0.2,9.8,-0.1999999999999993
8066,Office Supplies,Storage,OFF-ST-10003479,110,120,3,3,3.5999999999999996,116.4,6.400000000000006
8067,Office Supplies,Binders,OFF-BI-10004318,260,280,2,2,5.6000000000000005,274.4,14.399999999999977
8068,Technology,Accessories,TEC-AC-10002567,200,240,3,5,12.0,228.0,28.0
8069,Furniture,Furnishings,FUR-FU-10001731,20,20,6,4,0.8,19.2,-0.8000000000000007
8070,Office Supplies,Storage,OFF-ST-10002743,420,450,5,3,13.5,436.5,16.5
8071,Furniture,Furnishings,FUR-FU-10002116,130,140,5,5,7.0,133.0,3.0
8072,Furniture,Chairs,FUR-CH-10003199,280,310,4,4,12.4,297.6,17.600000000000023
8073,Office Supplies,Art,OFF-AR-10003158,10,10,4,5,0.5,9.5,-0.5
8074,Office Supplies,Binders,OFF-BI-10000301,10,10,5,2,0.2,9.8,-0.1999999999999993
8075,Office Supplies,Binders,OFF-BI-10000343,10,10,14,2,0.2,9.8,-0.1999999999999993
8076,Office Supplies,Appliances,OFF-AP-10004708,20,20,2,5,1.0,19.0,-1.0
8077,Furniture,Furnishings,FUR-FU-10000794,30,30,3,4,1.2,28.8,-1.1999999999999993
8078,Office Supplies,Binders,OFF-BI-10004519,140,170,1,3,5.1,164.9,24.900000000000006
8079,Technology,Accessories,TEC-AC-10001590,70,80,3,2,1.6,78.4,8.400000000000006
8080,Office Supplies,Binders,OFF-BI-10001524,120,130,8,5,6.5,123.5,3.5
8081,Office Supplies,Labels,OFF-LA-10001474,130,150,6,3,4.5,145.5,15.5
8082,Office Supplies,Paper,OFF-PA-10001497,110,130,3,2,2.6,127.4,17.400000000000006
8083,Office Supplies,Appliances,OFF-AP-10003287,170,200,5,4,8.0,192.0,22.0
8084,Office Supplies,Binders,OFF-BI-10002982,10,10,7,5,0.5,9.5,-0.5
8085,Office Supplies,Storage,OFF-ST-10001809,660,720,10,2,14.4,705.6,45.60000000000002
8086,Furniture,Furnishings,FUR-FU-10000246,50,60,5,5,3.0,57.0,7.0
8087,Office Supplies,Appliances,OFF-AP-10000252,20,30,3,3,0.8999999999999999,29.1,9.100000000000001
8088,Office Supplies,Art,OFF-AR-10002375,10,10,4,3,0.3,9.7,-0.3000000000000007
8089,Office Supplies,Binders,OFF-BI-10003719,40,40,2,4,1.6,38.4,-1.6000000000000014
8090,Office Supplies,Appliances,OFF-AP-10001492,60,80,9,2,1.6,78.4,18.400000000000006
8091,Office Supplies,Storage,OFF-ST-10000532,230,270,7,2,5.4,264.6,34.60000000000002
8092,Office Supplies,Labels,OFF-LA-10001613,10,10,2,3,0.3,9.7,-0.3000000000000007
8093,Office Supplies,Art,OFF-AR-10002818,100,110,5,2,2.2,107.8,7.799999999999997
8094,Furniture,Furnishings,FUR-FU-10001940,20,20,3,2,0.4,19.6,-0.3999999999999986
8095,Office Supplies,Paper,OFF-PA-10003883,20,30,4,5,1.5,28.5,8.5
8096,Office Supplies,Paper,OFF-PA-10002787,10,10,2,5,0.5,9.5,-0.5
8097,Technology,Accessories,TEC-AC-10000991,180,230,5,3,6.8999999999999995,223.1,43.099999999999994
8098,Office Supplies,Storage,OFF-ST-10003058,110,120,5,3,3.5999999999999996,116.4,6.400000000000006
8099,Office Supplies,Paper,OFF-PA-10004239,0,0,1,2,0.0,0.0,0.0
8100,Technology,Accessories,TEC-AC-10003038,30,30,3,2,0.6,29.4,-0.6000000000000014
8101,Technology,Machines,TEC-MA-10000984,3190,3360,3,2,67.2,3292.8,102.80000000000018
8102,Office Supplies,Labels,OFF-LA-10004484,10,10,2,5,0.5,9.5,-0.5
8103,Technology,Machines,TEC-MA-10004002,2790,2970,7,5,148.5,2821.5,31.5
8104,Office Supplies,Storage,OFF-ST-10002406,100,100,7,2,2.0,98.0,-2.0
8105,Technology,Phones,TEC-PH-10003645,690,780,6,4,31.2,748.8,58.799999999999955
8106,Furniture,Bookcases,FUR-BO-10001601,80,90,1,4,3.6,86.4,6.400000000000006
8107,Office Supplies,Art,OFF-AR-10000937,170,180,6,2,3.6,176.4,6.400000000000006
8108,Technology,Phones,TEC-PH-10000038,360,440,4,5,22.0,418.0,58.0
8109,Furniture,Chairs,FUR-CH-10003396,200,220,4,4,8.8,211.2,11.199999999999989
8110,Office Supplies,Envelopes,OFF-EN-10002592,50,60,6,2,1.2,58.8,8.799999999999997
8111,Furniture,Chairs,FUR-CH-10000422,110,130,2,5,6.5,123.5,13.5
8112,Furniture,Chairs,FUR-CH-10002647,210,250,5,3,7.5,242.5,32.5
8113,Office Supplies,Appliances,OFF-AP-10004859,10,10,4,3,0.3,9.7,-0.3000000000000007
8114,Furniture,Chairs,FUR-CH-10004477,70,90,2,2,1.8,88.2,18.200000000000003
8115,Office Supplies,Art,OFF-AR-10004817,20,20,5,5,1.0,19.0,-1.0
8116,Furniture,Furnishings,FUR-FU-10003374,140,150,3,5,7.5,142.5,2.5
8117,Office Supplies,Storage,OFF-ST-10003123,30,30,1,3,0.8999999999999999,29.1,-0.8999999999999986
8118,Office Supplies,Paper,OFF-PA-10000675,170,200,5,5,10.0,190.0,20.0
8119,Furniture,Chairs,FUR-CH-10004997,440,530,4,5,26.5,503.5,63.5
8120,Furniture,Furnishings,FUR-FU-10001934,30,40,2,5,2.0,38.0,8.0
8121,Furniture,Chairs,FUR-CH-10004997,430,450,3,3,13.5,436.5,6.5
8122,Office Supplies,Binders,OFF-BI-10001890,30,30,11,4,1.2,28.8,-1.1999999999999993
8123,Office Supplies,Envelopes,OFF-EN-10002500,30,30,3,5,1.5,28.5,-1.5
8124,Technology,Copiers,TEC-CO-10001766,980,1080,4,5,54.0,1026.0,46.0
8125,Furniture,Chairs,FUR-CH-10004860,130,160,2,2,3.2,156.8,26.80000000000001
8126,Office Supplies,Binders,OFF-BI-10002049,0,0,3,3,0.0,0.0,0.0
8127,Technology,Accessories,TEC-AC-10003499,20,20,2,5,1.0,19.0,-1.0
8128,Office Supplies,Storage,OFF-ST-10003470,550,670,3,5,33.5,636.5,86.5
8129,Furniture,Furnishings,FUR-FU-10000222,50,60,5,4,2.4,57.6,7.600000000000001
8130,Technology,Accessories,TEC-AC-10000023,40,40,2,2,0.8,39.2,-0.7999999999999972
8131,Office Supplies,Paper,OFF-PA-10003971,10,10,2,3,0.3,9.7,-0.3000000000000007
8132,Office Supplies,Art,OFF-AR-10003481,10,10,4,3,0.3,9.7,-0.3000000000000007
8133,Office Supplies,Storage,OFF-ST-10001490,450,540,3,4,21.6,518.4,68.39999999999998
8134,Furniture,Furnishings,FUR-FU-10003708,60,70,3,4,2.8000000000000003,67.2,7.200000000000003
8135,Office Supplies,Paper,OFF-PA-10001970,30,40,3,3,1.2,38.8,8.799999999999997
8136,Office Supplies,Labels,OFF-LA-10002762,70,90,7,3,2.6999999999999997,87.3,17.299999999999997
8137,Furniture,Tables,FUR-TA-10002533,480,560,7,4,22.400000000000002,537.6,57.60000000000002
8138,Furniture,Furnishings,FUR-FU-10004091,60,60,9,3,1.7999999999999998,58.2,-1.7999999999999972
8139,Office Supplies,Art,OFF-AR-10001545,10,10,8,5,0.5,9.5,-0.5
8140,Office Supplies,Storage,OFF-ST-10001476,230,280,10,2,5.6000000000000005,274.4,44.39999999999998
8141,Office Supplies,Paper,OFF-PA-10004971,20,20,4,5,1.0,19.0,-1.0
8142,Office Supplies,Labels,OFF-LA-10003223,10,10,3,5,0.5,9.5,-0.5
8143,Office Supplies,Storage,OFF-ST-10004340,160,190,3,5,9.5,180.5,20.5
8144,Furniture,Tables,FUR-TA-10001095,480,560,4,5,28.0,532.0,52.0
8145,Technology,Phones,TEC-PH-10001448,150,160,4,2,3.2,156.8,6.800000000000011
8146,Office Supplies,Appliances,OFF-AP-10001005,390,470,6,4,18.8,451.2,61.19999999999999
8147,Office Supplies,Art,OFF-AR-10003469,0,0,2,2,0.0,0.0,0.0
8148,Office Supplies,Paper,OFF-PA-10000249,40,50,4,2,1.0,49.0,9.0
8149,Office Supplies,Labels,OFF-LA-10001613,20,20,7,4,0.8,19.2,-0.8000000000000007
8150,Office Supplies,Binders,OFF-BI-10001758,10,10,2,5,0.5,9.5,-0.5
8151,Furniture,Bookcases,FUR-BO-10004409,130,140,2,2,2.8000000000000003,137.2,7.199999999999989
8152,Office Supplies,Storage,OFF-ST-10001558,30,30,2,3,0.8999999999999999,29.1,-0.8999999999999986
8153,Office Supplies,Paper,OFF-PA-10002986,20,20,3,2,0.4,19.6,-0.3999999999999986
8154,Technology,Copiers,TEC-CO-10004722,13020,14000,4,4,560.0,13440.0,420.0
8155,Technology,Accessories,TEC-AC-10002842,220,240,2,2,4.8,235.2,15.199999999999989
8156,Office Supplies,Paper,OFF-PA-10001125,60,60,2,3,1.7999999999999998,58.2,-1.7999999999999972
8157,Furniture,Tables,FUR-TA-10002622,220,240,2,4,9.6,230.4,10.400000000000006
8158,Technology,Accessories,TEC-AC-10002842,500,600,5,3,18.0,582.0,82.0
8159,Office Supplies,Paper,OFF-PA-10004285,20,20,3,3,0.6,19.4,-0.6000000000000014
8160,Technology,Accessories,TEC-AC-10004469,160,200,5,2,4.0,196.0,36.0
8161,Furniture,Chairs,FUR-CH-10001545,220,230,2,4,9.200000000000001,220.8,0.8000000000000114
8162,Office Supplies,Appliances,OFF-AP-10002578,240,290,6,3,8.7,281.3,41.30000000000001
8163,Technology,Phones,TEC-PH-10003012,290,310,2,5,15.5,294.5,4.5
8164,Furniture,Furnishings,FUR-FU-10004909,90,100,6,4,4.0,96.0,6.0
8165,Office Supplies,Binders,OFF-BI-10001524,100,120,7,5,6.0,114.0,14.0
8166,Office Supplies,Binders,OFF-BI-10003355,10,10,3,2,0.2,9.8,-0.1999999999999993
8167,Furniture,Bookcases,FUR-BO-10004357,460,510,3,2,10.200000000000001,499.8,39.80000000000001
8168,Furniture,Tables,FUR-TA-10002774,800,860,7,4,34.4,825.6,25.600000000000023
8169,Furniture,Tables,FUR-TA-10004575,1670,2040,7,2,40.800000000000004,1999.2,329.20000000000005
8170,Furniture,Chairs,FUR-CH-10003312,400,450,2,2,9.0,441.0,41.0
8171,Technology,Accessories,TEC-AC-10001465,90,110,3,2,2.2,107.8,17.799999999999997
8172,Office Supplies,Art,OFF-AR-10002240,240,260,7,4,10.4,249.6,9.599999999999994
8173,Office Supplies,Labels,OFF-LA-10004559,0,0,1,4,0.0,0.0,0.0
8174,Office Supplies,Binders,OFF-BI-10003291,30,40,6,5,2.0,38.0,8.0
8175,Office Supplies,Storage,OFF-ST-10001505,20,20,4,2,0.4,19.6,-0.3999999999999986
8176,Office Supplies,Paper,OFF-PA-10003892,130,160,4,5,8.0,152.0,22.0
8177,Office Supplies,Storage,OFF-ST-10002370,110,130,6,4,5.2,124.8,14.799999999999997
8178,Technology,Accessories,TEC-AC-10000474,400,470,5,4,18.8,451.2,51.19999999999999
8179,Technology,Copiers,TEC-CO-10002095,870,1000,2,3,30.0,970.0,100.0
8180,Furniture,Tables,FUR-TA-10003469,260,280,4,5,14.0,266.0,6.0
8181,Furniture,Tables,FUR-TA-10002958,1150,1250,8,4,50.0,1200.0,50.0
8182,Technology,Phones,TEC-PH-10002923,100,110,5,2,2.2,107.8,7.799999999999997
8183,Furniture,Furnishings,FUR-FU-10004973,20,20,3,4,0.8,19.2,-0.8000000000000007
8184,Furniture,Furnishings,FUR-FU-10001918,0,0,1,4,0.0,0.0,0.0
8185,Office Supplies,Paper,OFF-PA-10003641,50,60,3,4,2.4,57.6,7.600000000000001
8186,Office Supplies,Envelopes,OFF-EN-10002621,10,10,1,4,0.4,9.6,-0.40000000000000036
8187,Furniture,Chairs,FUR-CH-10003817,150,170,4,4,6.8,163.2,13.199999999999989
8188,Office Supplies,Paper,OFF-PA-10000659,50,60,9,5,3.0,57.0,7.0
8189,Office Supplies,Paper,OFF-PA-10001870,20,20,3,2,0.4,19.6,-0.3999999999999986
8190,Office Supplies,Binders,OFF-BI-10000320,10,10,1,4,0.4,9.6,-0.40000000000000036
8191,Office Supplies,Paper,OFF-PA-10004735,40,40,6,3,1.2,38.8,-1.2000000000000028
8192,Furniture,Furnishings,FUR-FU-10004091,170,190,4,5,9.5,180.5,10.5
8193,Office Supplies,Binders,OFF-BI-10000546,10,10,7,3,0.3,9.7,-0.3000000000000007
8194,Office Supplies,Appliances,OFF-AP-10001293,80,100,3,5,5.0,95.0,15.0
8195,Furniture,Furnishings,FUR-FU-10000576,280,340,2,4,13.6,326.4,46.39999999999998
8196,Office Supplies,Paper,OFF-PA-10004519,10,10,2,3,0.3,9.7,-0.3000000000000007
8197,Technology,Accessories,TEC-AC-10004568,80,90,4,5,4.5,85.5,5.5
8198,Office Supplies,Art,OFF-AR-10001897,60,70,5,4,2.8000000000000003,67.2,7.200000000000003
8199,Office Supplies,Paper,OFF-PA-10001800,20,20,3,2,0.4,19.6,-0.3999999999999986
8200,Office Supplies,Binders,OFF-BI-10001628,10,10,5,5,0.5,9.5,-0.5
8201,Office Supplies,Storage,OFF-ST-10004123,70,70,1,4,2.8000000000000003,67.2,-2.799999999999997
8202,Office Supplies,Storage,OFF-ST-10000885,60,70,5,2,1.4000000000000001,68.6,8.599999999999994
8203,Technology,Phones,TEC-PH-10004165,500,550,2,5,27.5,522.5,22.5
8204,Furniture,Furnishings,FUR-FU-10002240,10,10,3,4,0.4,9.6,-0.40000000000000036
8205,Technology,Machines,TEC-MA-10000045,4270,4640,4,3,139.2,4500.8,230.80000000000018
8206,Furniture,Chairs,FUR-CH-10003746,490,580,2,5,29.0,551.0,61.0
8207,Furniture,Tables,FUR-TA-10000577,150,190,1,2,3.8000000000000003,186.2,36.19999999999999
8208,Office Supplies,Art,OFF-AR-10004757,0,0,1,5,0.0,0.0,0.0
8209,Office Supplies,Binders,OFF-BI-10000545,1110,1370,6,2,27.400000000000002,1342.6,232.5999999999999
8210,Office Supplies,Storage,OFF-ST-10001522,260,290,4,3,8.7,281.3,21.30000000000001
8211,Office Supplies,Appliances,OFF-AP-10001271,60,80,2,3,2.4,77.6,17.599999999999994
8212,Furniture,Furnishings,FUR-FU-10002030,40,40,5,5,2.0,38.0,-2.0
8213,Office Supplies,Storage,OFF-ST-10001272,290,310,3,5,15.5,294.5,4.5
8214,Office Supplies,Binders,OFF-BI-10001116,10,10,4,2,0.2,9.8,-0.1999999999999993
8215,Office Supplies,Paper,OFF-PA-10004665,10,10,1,3,0.3,9.7,-0.3000000000000007
8216,Office Supplies,Binders,OFF-BI-10004506,0,0,1,2,0.0,0.0,0.0
8217,Office Supplies,Binders,OFF-BI-10001982,0,0,2,2,0.0,0.0,0.0
8218,Office Supplies,Fasteners,OFF-FA-10002676,0,0,3,2,0.0,0.0,0.0
8219,Furniture,Furnishings,FUR-FU-10000758,30,30,3,2,0.6,29.4,-0.6000000000000014
8220,Office Supplies,Labels,OFF-LA-10002271,0,0,2,2,0.0,0.0,0.0
8221,Office Supplies,Binders,OFF-BI-10002609,0,0,3,5,0.0,0.0,0.0
8222,Office Supplies,Fasteners,OFF-FA-10000254,20,20,4,4,0.8,19.2,-0.8000000000000007
8223,Office Supplies,Storage,OFF-ST-10000321,10,10,2,5,0.5,9.5,-0.5
8224,Office Supplies,Paper,OFF-PA-10000241,170,190,6,3,5.7,184.3,14.300000000000011
8225,Office Supplies,Paper,OFF-PA-10004782,10,10,2,3,0.3,9.7,-0.3000000000000007
8226,Office Supplies,Paper,OFF-PA-10004243,150,190,10,4,7.6000000000000005,182.4,32.400000000000006
8227,Office Supplies,Paper,OFF-PA-10001033,40,40,1,2,0.8,39.2,-0.7999999999999972
8228,Furniture,Furnishings,FUR-FU-10000723,70,80,2,4,3.2,76.8,6.799999999999997
8229,Office Supplies,Storage,OFF-ST-10003455,20,30,2,4,1.2,28.8,8.8
8230,Technology,Accessories,TEC-AC-10001109,80,90,3,2,1.8,88.2,8.200000000000003
8231,Office Supplies,Art,OFF-AR-10004344,40,40,3,3,1.2,38.8,-1.2000000000000028
8232,Furniture,Bookcases,FUR-BO-10004695,1160,1270,7,5,63.5,1206.5,46.5
8233,Office Supplies,Storage,OFF-ST-10000675,160,170,5,3,5.1,164.9,4.900000000000006
8234,Office Supplies,Storage,OFF-ST-10002301,40,40,2,5,2.0,38.0,-2.0
8235,Office Supplies,Supplies,OFF-SU-10001212,0,0,2,2,0.0,0.0,0.0
8236,Furniture,Tables,FUR-TA-10001889,870,930,4,5,46.5,883.5,13.5
8237,Furniture,Chairs,FUR-CH-10002024,2600,2800,5,2,56.0,2744.0,144.0
8238,Office Supplies,Storage,OFF-ST-10000617,0,0,2,2,0.0,0.0,0.0
8239,Office Supplies,Paper,OFF-PA-10000380,10,10,1,5,0.5,9.5,-0.5
8240,Office Supplies,Art,OFF-AR-10003251,0,0,2,3,0.0,0.0,0.0
8241,Furniture,Furnishings,FUR-FU-10000175,30,40,4,5,2.0,38.0,8.0
8242,Office Supplies,Binders,OFF-BI-10004716,20,20,2,5,1.0,19.0,-1.0
8243,Technology,Accessories,TEC-AC-10002842,310,360,3,5,18.0,342.0,32.0
8244,Technology,Phones,TEC-PH-10003691,760,810,8,2,16.2,793.8,33.799999999999955
8245,Furniture,Furnishings,FUR-FU-10002878,80,90,3,3,2.6999999999999997,87.3,7.299999999999997
8246,Office Supplies,Storage,OFF-ST-10000991,300,340,3,3,10.2,329.8,29.80000000000001
8247,Office Supplies,Appliances,OFF-AP-10002439,70,70,5,4,2.8000000000000003,67.2,-2.799999999999997
